SEASON,TEAM_ID,TEAM_NAME,W,L,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,REB,AST,STL,BLK,PTS
2015-16,1610612754,Indiana Pacers,45,37,38.3,85.2,0.45,8.1,23.0,0.351,17.4,22.8,0.764,44.2,21.2,9.0,4.8,102.2
2015-16,1610612746,LA Clippers,53,29,38.3,82.4,0.465,9.7,26.7,0.364,18.2,26.2,0.692,42.0,22.8,8.6,5.6,104.5
2015-16,1610612747,Los Angeles Lakers,17,65,35.1,84.8,0.414,7.8,24.6,0.317,19.3,24.7,0.781,43.0,18.0,7.2,4.1,97.3
2015-16,1610612763,Memphis Grizzlies,42,40,36.8,83.6,0.44,6.1,18.5,0.331,19.3,24.7,0.783,41.6,20.7,8.8,4.3,99.1
2015-16,1610612748,Miami Heat,48,34,38.4,81.7,0.47,6.1,18.0,0.336,17.1,23.0,0.744,44.1,20.8,6.7,6.5,100.0
2015-16,1610612749,Milwaukee Bucks,33,49,38.4,82.2,0.467,5.4,15.6,0.345,17.0,22.7,0.747,41.7,23.1,8.2,5.8,99.0
2015-16,1610612750,Minnesota Timberwolves,29,53,37.7,81.3,0.464,5.5,16.4,0.338,21.4,27.0,0.792,41.6,23.4,8.0,4.6,102.4
2015-16,1610612740,New Orleans Pelicans,30,52,38.5,85.9,0.448,8.6,23.8,0.36,17.3,22.2,0.776,42.6,22.2,7.7,4.2,102.7
2015-16,1610612752,New York Knicks,32,50,36.9,84.0,0.439,7.4,21.5,0.346,17.2,21.4,0.805,44.4,20.5,5.7,5.7,98.4
2015-16,1610612760,Oklahoma City Thunder,55,27,41.1,86.4,0.476,8.3,23.7,0.349,19.7,25.2,0.782,48.6,23.0,7.4,5.9,110.2
2015-16,1610612753,Orlando Magic,35,47,39.5,86.8,0.455,7.8,22.2,0.35,15.2,20.1,0.757,43.3,23.6,8.2,5.1,102.1
2015-16,1610612755,Philadelphia 76ers,10,72,36.2,84.0,0.431,9.3,27.5,0.339,15.7,22.6,0.694,41.2,21.5,8.3,6.0,97.4
2015-16,1610612756,Phoenix Suns,23,59,37.2,85.6,0.435,9.0,25.8,0.348,17.5,23.2,0.751,44.8,20.7,7.7,3.8,100.9
2015-16,1610612757,Portland Trail Blazers,44,38,38.6,85.9,0.45,10.5,28.5,0.37,17.4,23.0,0.754,45.5,21.3,6.9,4.6,105.1
2015-16,1610612758,Sacramento Kings,33,49,40.0,86.4,0.464,8.0,22.4,0.359,18.5,25.5,0.725,44.2,24.5,8.9,4.5,106.6
2015-16,1610612759,San Antonio Spurs,67,15,40.1,82.9,0.484,7.0,18.5,0.375,16.4,20.4,0.803,43.9,24.5,8.3,5.9,103.5
2015-16,1610612761,Toronto Raptors,56,26,36.7,81.3,0.451,8.6,23.4,0.37,20.8,26.7,0.777,43.4,18.7,7.8,5.5,102.7
2015-16,1610612762,Utah Jazz,40,42,36.1,80.4,0.449,8.5,23.9,0.355,17.1,23.0,0.744,43.2,19.0,7.7,5.2,97.7
2015-16,1610612764,Washington Wizards,41,41,39.5,85.8,0.46,8.6,24.2,0.358,16.5,22.5,0.73,41.8,24.5,8.6,3.9,104.1
2016-17,1610612737,Atlanta Hawks,43,39,38.1,84.4,0.451,8.9,26.1,0.341,18.1,24.9,0.728,44.3,23.6,8.2,4.8,103.2
2016-17,1610612738,Boston Celtics,53,29,38.6,85.1,0.454,12.0,33.4,0.359,18.7,23.2,0.807,42.0,25.2,7.5,4.1,108.0
2016-17,1610612751,Brooklyn Nets,20,62,37.8,85.2,0.444,10.7,31.6,0.338,19.4,24.6,0.788,43.9,21.4,7.2,4.7,105.8
2016-17,1610612766,Charlotte Hornets,36,46,37.7,85.4,0.442,10.0,28.6,0.351,19.4,23.8,0.815,43.6,23.1,7.0,4.8,104.9
2016-17,1610612741,Chicago Bulls,41,41,38.6,87.1,0.444,7.6,22.3,0.34,18.0,22.5,0.798,46.3,22.6,7.8,4.8,102.9
2016-17,1610612739,Cleveland Cavaliers,51,31,39.9,84.9,0.47,13.0,33.9,0.384,17.5,23.3,0.748,43.7,22.7,6.6,4.0,110.3
2016-17,1610612742,Dallas Mavericks,33,49,36.2,82.3,0.44,10.7,30.2,0.355,14.8,18.5,0.801,38.6,20.8,7.5,3.7,97.9
2016-17,1610612743,Denver Nuggets,40,42,41.2,87.7,0.469,10.6,28.8,0.368,18.7,24.2,0.774,46.4,25.3,6.9,3.9,111.7
2016-17,1610612765,Detroit Pistons,37,45,39.9,88.8,0.449,7.7,23.4,0.33,13.9,19.3,0.719,45.7,21.1,7.0,3.8,101.3
2016-17,1610612744,Golden State Warriors,67,15,43.1,87.1,0.495,12.0,31.2,0.383,17.8,22.6,0.788,44.4,30.4,9.6,6.8,115.9
2016-17,1610612745,Houston Rockets,55,27,40.3,87.2,0.462,14.4,40.3,0.357,20.3,26.5,0.766,44.4,25.2,8.2,4.3,115.3
2016-17,1610612754,Indiana Pacers,42,40,39.3,84.5,0.465,8.6,23.0,0.376,17.9,22.1,0.81,42.0,22.5,8.2,5.0,105.1
2016-17,1610612746,LA Clippers,51,31,39.5,83.2,0.475,10.3,27.4,0.375,19.3,26.0,0.745,43.0,22.5,7.5,4.2,108.7
2016-17,1610612747,Los Angeles Lakers,26,56,39.3,87.4,0.45,8.9,25.7,0.346,17.0,22.6,0.754,43.5,20.9,8.2,3.9,104.6
2016-17,1610612763,Memphis Grizzlies,43,39,36.4,83.6,0.435,9.4,26.5,0.354,18.3,23.4,0.784,42.8,21.3,8.0,4.2,100.5
2016-17,1610612748,Miami Heat,41,41,39.0,85.8,0.455,9.9,27.0,0.365,15.2,21.6,0.706,43.6,21.2,7.2,5.7,103.2
2016-17,1610612749,Milwaukee Bucks,42,40,38.8,81.9,0.474,8.8,23.7,0.37,17.2,22.4,0.768,40.4,24.2,8.1,5.3,103.6
2016-17,1610612750,Minnesota Timberwolves,31,51,39.5,84.4,0.467,7.3,21.0,0.349,19.3,24.2,0.799,42.4,23.7,8.0,4.5,105.6
2016-17,1610612740,New Orleans Pelicans,34,48,39.1,87.0,0.45,9.4,26.8,0.35,16.7,22.3,0.75,43.7,22.8,7.8,5.5,104.3
2016-17,1610612752,New York Knicks,31,51,39.6,88.5,0.447,8.6,24.7,0.348,16.6,21.1,0.788,45.2,21.8,7.1,5.5,104.3
2016-17,1610612760,Oklahoma City Thunder,47,35,39.5,87.4,0.452,8.4,25.8,0.327,19.2,25.8,0.745,46.6,21.0,7.9,5.0,106.6
2016-17,1610612753,Orlando Magic,29,53,38.3,87.0,0.44,8.5,26.1,0.328,16.0,21.4,0.747,43.2,22.2,7.1,4.8,101.1
2016-17,1610612755,Philadelphia 76ers,28,54,37.7,85.3,0.442,10.1,29.8,0.34,17.0,22.0,0.771,42.8,23.8,8.4,5.1,102.4
2016-17,1610612756,Phoenix Suns,24,58,39.9,88.5,0.45,7.5,22.6,0.332,20.4,26.3,0.776,45.0,19.6,8.2,4.9,107.7
2016-17,1610612757,Portland Trail Blazers,41,41,39.5,86.1,0.459,10.4,27.7,0.375,18.5,23.7,0.78,43.7,21.1,7.0,5.0,107.9
2016-17,1610612758,Sacramento Kings,32,50,37.9,82.1,0.461,9.0,23.9,0.376,18.1,23.3,0.775,41.1,22.5,7.6,4.0,102.8
2016-17,1610612759,San Antonio Spurs,61,21,39.3,83.7,0.469,9.2,23.5,0.391,17.6,22.0,0.797,43.9,23.8,8.0,5.9,105.3
2016-17,1610612761,Toronto Raptors,51,31,39.2,84.4,0.464,8.8,24.3,0.363,19.7,24.7,0.796,43.3,18.5,8.3,4.9,106.9
2016-17,1610612762,Utah Jazz,51,31,37.0,79.5,0.466,9.6,26.0,0.372,17.1,22.9,0.747,43.2,20.1,6.7,5.0,100.7
2016-17,1610612764,Washington Wizards,49,33,41.3,87.0,0.475,9.2,24.8,0.372,17.3,22.1,0.784,42.9,23.9,8.5,4.1,109.2
2017-18,1610612737,Atlanta Hawks,24,58,38.2,85.5,0.446,11.2,31.0,0.36,15.8,20.2,0.785,41.9,23.7,7.8,4.2,103.4
2017-18,1610612738,Boston Celtics,55,27,38.3,85.1,0.45,11.5,30.4,0.377,16.0,20.7,0.771,44.5,22.5,7.4,4.5,104.0
2017-18,1610612751,Brooklyn Nets,28,54,38.2,86.8,0.441,12.7,35.7,0.356,17.4,22.6,0.772,44.4,23.7,6.2,4.8,106.6
2017-18,1610612766,Charlotte Hornets,36,46,39.0,86.7,0.45,10.0,27.2,0.369,20.2,27.0,0.747,45.5,21.6,6.8,4.5,108.2
2017-18,1610612741,Chicago Bulls,27,55,38.7,88.8,0.435,11.0,31.1,0.355,14.6,19.2,0.759,44.7,23.5,7.6,3.5,102.9
2017-18,1610612739,Cleveland Cavaliers,50,32,40.4,84.8,0.476,12.0,32.1,0.372,18.1,23.3,0.779,42.1,23.4,7.1,3.8,110.9
2017-18,1610612742,Dallas Mavericks,24,58,38.1,85.9,0.444,11.8,32.8,0.36,14.2,18.7,0.763,41.3,22.7,7.0,3.8,102.3
2017-18,1610612743,Denver Nuggets,46,36,40.7,86.6,0.47,11.5,30.9,0.371,17.1,22.3,0.767,44.5,25.1,7.6,4.9,110.0
2017-18,1610612765,Detroit Pistons,39,43,39.1,86.9,0.45,10.8,28.9,0.373,14.7,19.8,0.745,43.7,22.8,7.7,3.9,103.8
2017-18,1610612744,Golden State Warriors,58,24,42.8,85.1,0.503,11.3,28.9,0.391,16.6,20.3,0.815,43.5,29.3,8.0,7.5,113.5
2017-18,1610612745,Houston Rockets,65,17,38.7,84.2,0.46,15.3,42.3,0.362,19.6,25.1,0.781,43.5,21.5,8.5,4.8,112.4
2017-18,1610612754,Indiana Pacers,48,34,40.8,86.4,0.472,9.0,24.5,0.369,14.9,19.2,0.779,42.3,22.2,8.8,4.1,105.6
2017-18,1610612746,LA Clippers,42,40,40.3,85.4,0.471,9.5,26.8,0.354,19.0,25.5,0.743,43.9,22.3,7.7,4.5,109.0
2017-18,1610612747,Los Angeles Lakers,35,47,40.7,88.4,0.461,10.0,29.1,0.345,16.6,23.3,0.714,46.4,23.8,7.7,4.7,108.1
2017-18,1610612763,Memphis Grizzlies,22,60,36.7,82.8,0.444,9.2,26.2,0.352,16.6,21.1,0.786,40.5,21.5,7.5,4.8,99.3
2017-18,1610612748,Miami Heat,44,38,38.8,85.3,0.455,11.0,30.6,0.36,14.7,19.5,0.755,43.5,22.7,7.6,5.3,103.4
2017-18,1610612749,Milwaukee Bucks,44,38,39.7,83.0,0.478,8.8,24.7,0.355,18.3,23.4,0.783,39.8,23.2,8.8,5.4,106.5
2017-18,1610612750,Minnesota Timberwolves,47,35,41.0,86.1,0.476,8.0,22.5,0.357,19.4,24.1,0.804,42.0,22.7,8.4,4.2,109.5
2017-18,1610612740,New Orleans Pelicans,48,34,42.7,88.3,0.483,10.2,28.2,0.362,16.1,20.9,0.772,44.3,26.8,8.0,5.9,111.7
2017-18,1610612752,New York Knicks,29,53,40.7,87.7,0.464,8.2,23.3,0.352,14.9,19.0,0.787,44.0,23.3,6.7,5.1,104.5
2017-18,1610612760,Oklahoma City Thunder,48,34,39.9,88.1,0.453,10.7,30.4,0.354,17.3,24.2,0.716,45.1,21.3,9.1,5.0,107.9
2017-18,1610612753,Orlando Magic,25,57,38.8,85.9,0.452,10.3,29.3,0.351,15.5,20.5,0.757,41.6,23.4,7.6,4.9,103.4
2017-18,1610612755,Philadelphia 76ers,52,30,40.8,86.6,0.472,11.0,29.8,0.369,17.1,22.8,0.752,47.4,27.1,8.3,5.1,109.8
2017-18,1610612756,Phoenix Suns,21,61,38.5,87.1,0.442,9.3,27.9,0.334,17.7,23.9,0.741,44.1,21.3,6.9,4.5,103.9
2017-18,1610612757,Portland Trail Blazers,49,33,39.3,87.0,0.452,10.3,28.1,0.366,16.7,20.9,0.8,45.5,19.5,7.0,5.2,105.6
2017-18,1610612758,Sacramento Kings,27,55,38.8,86.1,0.45,9.0,24.0,0.375,12.3,16.7,0.735,40.9,21.6,7.8,4.1,98.8
2017-18,1610612759,San Antonio Spurs,47,35,39.0,85.4,0.457,8.5,24.1,0.352,16.1,20.9,0.772,44.2,22.8,7.7,5.6,102.7
2017-18,1610612761,Toronto Raptors,59,23,41.3,87.4,0.472,11.8,33.0,0.358,17.3,21.8,0.794,44.0,24.3,7.6,6.1,111.7
2017-18,1610612762,Utah Jazz,48,34,38.3,82.9,0.462,10.8,29.6,0.366,16.8,21.5,0.779,43.3,22.4,8.6,5.1,104.1
2017-18,1610612764,Washington Wizards,43,39,39.9,85.6,0.467,9.9,26.5,0.375,16.8,21.8,0.772,43.1,25.2,7.9,4.3,106.6
2018-19,1610612737,Atlanta Hawks,29,53,41.4,91.8,0.451,13.0,37.0,0.352,17.6,23.4,0.752,46.1,25.8,8.2,5.1,113.3
2018-19,1610612738,Boston Celtics,49,33,42.1,90.5,0.465,12.6,34.5,0.365,15.6,19.5,0.802,44.5,26.3,8.6,5.3,112.4
2018-19,1610612751,Brooklyn Nets,42,40,40.3,89.7,0.449,12.8,36.2,0.353,19.0,25.5,0.745,46.6,23.8,6.6,4.1,112.2
2018-19,1610612766,Charlotte Hornets,39,43,40.2,89.8,0.448,11.9,33.9,0.351,18.4,23.1,0.797,43.8,23.2,7.2,4.9,110.7
2018-19,1610612741,Chicago Bulls,22,60,39.8,87.9,0.453,9.1,25.9,0.351,16.2,20.7,0.783,42.9,21.9,7.4,4.3,104.9
2018-19,1610612739,Cleveland Cavaliers,19,63,38.9,87.6,0.444,10.3,29.1,0.355,16.4,20.7,0.792,42.7,20.7,6.5,2.4,104.5
2018-19,1610612742,Dallas Mavericks,33,49,38.8,86.9,0.447,12.5,36.6,0.34,18.8,25.3,0.742,45.3,23.4,6.5,4.3,108.9
2018-19,1610612743,Denver Nuggets,54,28,41.9,90.0,0.466,11.0,31.4,0.351,15.8,20.9,0.755,46.4,27.4,7.7,4.4,110.7
2018-19,1610612765,Detroit Pistons,41,41,38.8,88.3,0.44,12.1,34.8,0.348,17.3,23.1,0.747,45.0,22.5,6.9,4.0,107.0
2018-19,1610612744,Golden State Warriors,57,25,44.0,89.8,0.491,13.3,34.4,0.385,16.3,20.4,0.801,46.2,29.4,7.6,6.4,117.7
2018-19,1610612745,Houston Rockets,53,29,39.2,87.4,0.449,16.1,45.4,0.356,19.3,24.4,0.791,42.1,21.2,8.5,4.9,113.9
2018-19,1610612754,Indiana Pacers,48,34,41.3,87.0,0.475,9.5,25.4,0.374,15.8,21.1,0.752,43.0,26.0,8.7,4.9,108.0
2018-19,1610612746,LA Clippers,48,34,41.3,87.5,0.471,10.0,25.8,0.388,22.6,28.5,0.792,45.5,24.0,6.8,4.7,115.1
2018-19,1610612747,Los Angeles Lakers,37,45,42.6,90.5,0.47,10.3,31.0,0.333,16.3,23.3,0.699,46.6,25.6,7.5,5.4,111.8
2018-19,1610612763,Memphis Grizzlies,33,49,38.0,84.4,0.45,9.9,28.9,0.342,17.7,23.0,0.772,41.8,23.9,8.3,5.5,103.5
2018-19,1610612748,Miami Heat,39,43,39.6,88.0,0.45,11.3,32.4,0.349,15.1,21.7,0.695,46.3,24.3,7.6,5.5,105.7
2018-19,1610612749,Milwaukee Bucks,60,22,43.4,91.1,0.476,13.5,38.2,0.353,17.9,23.2,0.773,49.7,26.0,7.5,5.9,118.1
2018-19,1610612750,Minnesota Timberwolves,36,46,41.6,91.3,0.456,10.1,28.7,0.351,19.1,24.3,0.787,44.8,24.6,8.3,5.0,112.5
2018-19,1610612740,New Orleans Pelicans,33,49,43.7,92.2,0.473,10.3,29.9,0.344,17.8,23.4,0.761,47.3,27.0,7.4,5.4,115.4
2018-19,1610612752,New York Knicks,17,65,38.2,88.3,0.433,10.0,29.5,0.34,18.1,23.9,0.759,44.7,20.1,6.8,5.1,104.6
2018-19,1610612760,Oklahoma City Thunder,49,33,42.6,94.0,0.454,11.4,32.6,0.348,17.8,25.0,0.713,48.1,23.4,9.3,5.2,114.5
2018-19,1610612753,Orlando Magic,42,40,40.4,89.1,0.454,11.4,32.1,0.356,15.0,19.2,0.782,45.4,25.5,6.6,5.4,107.3
2018-19,1610612755,Philadelphia 76ers,51,31,41.5,88.2,0.471,10.8,30.2,0.359,21.2,27.5,0.771,47.8,26.9,7.4,5.3,115.2
2018-19,1610612756,Phoenix Suns,19,63,40.1,87.4,0.459,9.6,29.3,0.329,17.6,22.7,0.779,40.4,23.9,9.0,5.1,107.5
2018-19,1610612757,Portland Trail Blazers,53,29,42.3,90.6,0.467,11.0,30.7,0.359,19.0,23.3,0.814,48.0,23.0,6.7,5.0,114.7
2018-19,1610612758,Sacramento Kings,39,43,43.2,93.1,0.464,11.3,29.9,0.378,16.5,22.7,0.726,45.4,25.4,8.3,4.4,114.2
2018-19,1610612759,San Antonio Spurs,48,34,42.3,88.4,0.478,9.9,25.3,0.392,17.2,21.0,0.819,44.7,24.5,6.1,4.7,111.7
2018-19,1610612761,Toronto Raptors,58,24,42.2,89.1,0.474,12.4,33.8,0.366,17.7,22.0,0.804,45.2,25.4,8.3,5.3,114.4
2018-19,1610612762,Utah Jazz,50,32,40.4,86.4,0.468,12.1,34.0,0.356,18.8,25.5,0.736,46.4,26.0,8.1,5.9,111.7
2018-19,1610612764,Washington Wizards,32,50,42.1,90.1,0.468,11.3,33.3,0.341,18.4,23.9,0.768,42.4,26.3,8.3,4.6,114.0
2019-20,1610612737,Atlanta Hawks,20,47,40.6,90.6,0.449,12.0,36.1,0.333,18.5,23.4,0.79,43.3,24.0,7.8,5.1,111.8
2019-20,1610612738,Boston Celtics,48,24,41.3,89.6,0.461,12.6,34.5,0.364,18.6,23.2,0.801,46.1,23.0,8.3,5.6,113.7
2019-20,1610612751,Brooklyn Nets,35,37,40.4,90.3,0.448,13.1,38.1,0.343,17.9,24.1,0.745,47.9,24.5,6.4,4.5,111.8
2019-20,1610612766,Charlotte Hornets,23,42,37.3,85.9,0.434,12.1,34.3,0.352,16.2,21.6,0.748,42.8,23.8,6.6,4.1,102.9
2019-20,1610612741,Chicago Bulls,22,43,39.6,88.6,0.447,12.2,35.1,0.348,15.5,20.5,0.755,41.9,23.2,10.0,4.1,106.8
2019-20,1610612739,Cleveland Cavaliers,19,46,40.3,87.9,0.458,11.2,31.8,0.351,15.1,19.9,0.758,44.2,23.1,6.9,3.2,106.9
2019-20,1610612742,Dallas Mavericks,43,32,41.7,90.3,0.461,15.1,41.3,0.367,18.6,23.8,0.779,46.9,24.7,6.1,4.8,117.0
2019-20,1610612743,Denver Nuggets,46,27,42.0,88.9,0.473,11.0,30.6,0.359,16.2,20.9,0.777,44.1,26.7,8.0,4.6,111.3
2019-20,1610612765,Detroit Pistons,20,46,39.3,85.7,0.459,12.0,32.7,0.367,16.6,22.4,0.743,41.7,24.1,7.4,4.5,107.2
2019-20,1610612744,Golden State Warriors,15,50,38.6,88.2,0.438,10.4,31.3,0.334,18.7,23.2,0.803,42.8,25.6,8.2,4.6,106.3
2019-20,1610612745,Houston Rockets,44,28,40.8,90.4,0.451,15.6,45.3,0.345,20.6,26.1,0.791,44.3,21.6,8.7,5.2,117.8
2019-20,1610612754,Indiana Pacers,45,28,42.1,88.5,0.476,10.2,28.0,0.363,15.0,19.1,0.787,42.8,25.9,7.4,5.2,109.4
2019-20,1610612746,LA Clippers,49,23,41.6,89.2,0.466,12.4,33.5,0.371,20.8,26.3,0.791,47.7,23.7,7.1,4.7,116.3
2019-20,1610612747,Los Angeles Lakers,52,19,42.3,88.3,0.48,11.0,31.6,0.349,17.7,24.3,0.729,45.7,25.4,8.6,6.6,113.4
2019-20,1610612763,Memphis Grizzlies,34,39,42.5,90.9,0.468,10.9,31.5,0.347,16.6,21.8,0.763,46.5,26.9,7.9,5.5,112.6
2019-20,1610612748,Miami Heat,44,29,39.5,84.4,0.468,13.4,35.4,0.379,19.7,25.2,0.783,44.4,25.9,7.5,4.5,112.0
2019-20,1610612749,Milwaukee Bucks,56,17,43.3,90.9,0.476,13.8,38.9,0.355,18.3,24.7,0.742,51.7,25.9,7.2,5.9,118.7
2019-20,1610612750,Minnesota Timberwolves,19,45,40.4,91.6,0.441,13.3,39.7,0.336,19.1,25.4,0.753,44.8,23.8,8.7,5.7,113.3
2019-20,1610612740,New Orleans Pelicans,30,42,42.6,91.6,0.465,13.6,36.9,0.37,17.1,23.4,0.729,46.5,26.8,7.5,5.0,115.8
2019-20,1610612752,New York Knicks,21,45,40.0,89.3,0.447,9.6,28.4,0.337,16.3,23.5,0.694,46.5,22.1,7.6,4.7,105.8
2019-20,1610612760,Oklahoma City Thunder,44,28,40.0,85.5,0.468,10.7,30.2,0.355,19.8,24.8,0.796,42.9,21.7,7.6,4.9,110.4
2019-20,1610612753,Orlando Magic,33,40,39.3,88.6,0.444,11.1,32.2,0.343,17.6,22.7,0.774,44.5,23.9,8.2,5.4,107.3
2019-20,1610612755,Philadelphia 76ers,43,30,41.1,87.9,0.468,11.6,31.6,0.368,16.9,22.4,0.755,45.4,25.8,8.0,5.3,110.7
2019-20,1610612756,Phoenix Suns,34,39,41.2,88.1,0.468,11.4,31.8,0.358,19.9,23.8,0.834,43.5,27.2,7.7,4.0,113.6
2019-20,1610612757,Portland Trail Blazers,35,39,42.2,91.2,0.463,12.9,34.1,0.377,17.7,22.1,0.804,45.3,20.6,6.3,6.1,115.0
2019-20,1610612758,Sacramento Kings,31,41,40.9,88.4,0.462,12.7,34.9,0.364,15.7,20.3,0.77,42.6,23.8,7.7,4.1,110.1
2019-20,1610612759,San Antonio Spurs,32,39,42.2,89.4,0.472,10.7,28.5,0.376,19.0,23.4,0.81,44.6,24.7,7.3,5.5,114.1
2019-20,1610612761,Toronto Raptors,53,19,40.2,87.9,0.458,13.8,37.0,0.374,18.5,23.2,0.796,45.4,25.2,8.8,5.0,112.8
2019-20,1610612762,Utah Jazz,44,28,40.1,85.1,0.471,13.4,35.2,0.38,17.8,22.8,0.779,44.9,22.4,6.1,4.1,111.3
2019-20,1610612764,Washington Wizards,25,47,41.5,90.9,0.457,12.0,32.6,0.368,19.4,24.6,0.788,42.0,25.0,8.0,4.3,114.4
2020-21,1610612737,Atlanta Hawks,41,31,40.8,87.2,0.468,12.4,33.4,0.373,19.7,24.2,0.812,45.6,24.1,7.0,4.8,113.7
2020-21,1610612738,Boston Celtics,36,36,41.5,88.9,0.466,13.6,36.4,0.374,16.1,20.8,0.775,44.3,23.5,7.7,5.3,112.6
2020-21,1610612751,Brooklyn Nets,48,24,43.1,87.3,0.494,14.2,36.1,0.392,18.1,22.5,0.804,44.4,26.8,6.7,5.3,118.6
2020-21,1610612766,Charlotte Hornets,33,39,39.9,87.8,0.455,13.7,37.0,0.369,15.9,20.9,0.761,43.8,26.8,7.8,4.8,109.5
2020-21,1610612741,Chicago Bulls,31,41,42.2,88.6,0.476,12.6,34.0,0.37,13.8,17.5,0.791,45.0,26.8,6.7,4.2,110.7
2020-21,1610612739,Cleveland Cavaliers,22,50,38.6,85.8,0.45,10.0,29.7,0.336,16.7,22.4,0.743,42.8,23.8,7.8,4.5,103.8
2020-21,1610612742,Dallas Mavericks,42,30,41.1,87.3,0.47,13.8,38.1,0.362,16.5,21.2,0.778,43.3,22.9,6.3,4.3,112.4
2020-21,1610612743,Denver Nuggets,47,25,43.3,89.2,0.485,12.9,34.2,0.377,15.7,19.5,0.803,44.4,26.8,8.1,4.5,115.1
2020-21,1610612765,Detroit Pistons,20,52,38.7,85.6,0.452,11.6,32.9,0.351,17.8,23.4,0.759,42.7,24.2,7.4,5.2,106.6
2020-21,1610612744,Golden State Warriors,39,33,41.3,88.2,0.468,14.6,38.7,0.376,16.6,21.1,0.785,43.0,27.7,8.2,4.8,113.7
2020-21,1610612745,Houston Rockets,17,55,39.3,88.5,0.444,13.8,40.6,0.339,16.5,22.3,0.74,42.6,23.6,7.6,5.0,108.8
2020-21,1610612754,Indiana Pacers,34,38,43.3,91.2,0.474,12.3,34.0,0.364,16.4,20.7,0.792,42.7,27.4,8.5,6.4,115.3
2020-21,1610612746,LA Clippers,47,25,41.8,86.7,0.482,14.3,34.7,0.411,16.2,19.3,0.839,44.2,24.4,7.1,4.1,114.0
2020-21,1610612747,Los Angeles Lakers,42,30,40.6,86.1,0.472,11.1,31.2,0.354,17.2,23.3,0.739,44.2,24.7,7.8,5.4,109.5
2020-21,1610612763,Memphis Grizzlies,38,34,42.8,91.8,0.467,11.2,31.4,0.356,16.4,21.3,0.771,46.5,26.9,9.1,5.1,113.3
2020-21,1610612748,Miami Heat,40,32,39.2,83.7,0.468,12.9,36.2,0.358,16.7,21.1,0.79,41.5,26.3,7.9,4.0,108.1
2020-21,1610612749,Milwaukee Bucks,46,26,44.7,91.8,0.487,14.4,37.1,0.389,16.2,21.4,0.76,48.1,25.5,8.1,4.6,120.1
2020-21,1610612750,Minnesota Timberwolves,23,49,40.7,90.9,0.448,13.1,37.6,0.349,17.6,23.1,0.761,43.5,25.6,8.8,5.5,112.1
2020-21,1610612740,New Orleans Pelicans,31,41,42.5,89.1,0.477,10.6,30.4,0.348,19.0,26.1,0.729,47.4,26.0,7.6,4.4,114.6
2020-21,1610612752,New York Knicks,41,31,39.4,86.5,0.456,11.8,30.0,0.392,16.4,20.9,0.784,45.1,21.4,7.0,5.1,107.0
2020-21,1610612760,Oklahoma City Thunder,22,50,38.8,88.0,0.441,11.9,35.1,0.339,15.5,21.3,0.725,45.6,22.1,7.0,4.4,105.0
2020-21,1610612753,Orlando Magic,21,51,38.3,89.2,0.429,10.9,31.8,0.343,16.6,21.4,0.775,45.4,21.8,6.9,4.4,104.0
2020-21,1610612755,Philadelphia 76ers,49,23,41.4,86.9,0.476,11.3,30.1,0.374,19.6,25.5,0.767,45.1,23.7,9.1,6.2,113.6
2020-21,1610612756,Phoenix Suns,51,21,43.3,88.3,0.49,13.1,34.6,0.378,15.6,18.7,0.834,42.9,26.9,7.2,4.3,115.3
2020-21,1610612757,Portland Trail Blazers,42,30,41.3,91.1,0.453,15.7,40.8,0.385,17.8,21.6,0.823,44.5,21.3,6.9,5.0,116.1
2020-21,1610612758,Sacramento Kings,31,41,42.6,88.6,0.481,12.1,33.3,0.364,16.4,22.0,0.745,41.4,25.5,7.5,5.0,113.7
2020-21,1610612759,San Antonio Spurs,33,39,41.9,90.5,0.462,9.9,28.4,0.35,17.4,22.0,0.792,43.9,24.4,7.0,5.1,111.1
2020-21,1610612761,Toronto Raptors,27,45,39.7,88.7,0.448,14.5,39.3,0.368,17.4,21.3,0.815,41.6,24.1,8.6,5.4,111.3
2020-21,1610612762,Utah Jazz,52,20,41.3,88.1,0.468,16.7,43.0,0.389,17.2,21.5,0.799,48.3,23.7,6.6,5.2,116.4
2020-21,1610612764,Washington Wizards,34,38,43.2,90.9,0.475,10.2,29.0,0.351,20.1,26.2,0.769,45.2,25.5,7.3,4.1,116.6
2021-22,1610612737,Atlanta Hawks,43,39,41.5,88.3,0.47,12.9,34.4,0.374,18.1,22.3,0.812,44.0,24.6,7.2,4.2,113.9
2021-22,1610612738,Boston Celtics,51,31,40.7,87.4,0.466,13.2,37.1,0.356,17.0,20.9,0.816,46.1,24.8,7.2,5.8,111.8
2021-22,1610612751,Brooklyn Nets,44,38,42.0,88.4,0.475,11.5,31.7,0.361,17.5,21.7,0.805,44.4,25.3,7.1,5.5,112.9
2021-22,1610612766,Charlotte Hornets,43,39,42.8,91.4,0.468,13.9,38.2,0.365,15.8,21.4,0.74,44.6,28.1,8.6,4.9,115.3
2021-22,1610612741,Chicago Bulls,46,36,41.7,86.9,0.48,10.6,28.8,0.369,17.5,21.5,0.813,42.3,23.9,7.1,4.1,111.6
